Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
":notes::arrow_forward:Break up with your girlfriend, I'm bored @ArianaGrande On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1288493523470356481
:notes::arrow_forward:Addicted @OfficialNiniola   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288140507202359302
"Crying would never make u Strong 
But
Trying could always!!
#StayStrong",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284909696751558656
@indiaAnkita Please,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282232042072096768
@Brett_McLeod There probably hundreds doing this everyday ! Unfortunately people are just lying and just following in the footsteps of our government and local councils,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286645882612400130
:notes::arrow_forward:Popstar @djkhaled @Drake    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289544890381025280
:notes::arrow_forward:Money play @burnaboy  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287023462830268416
#Coronavirus: US cancels military drills with Philippines over coronavirus.,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1243434912360861696
"@CRRJA5 @Jim_Jordan I just LOVE how the Google CEO LIES through his teeth! Have you seen a Google newsfeed? There's never been 1 Pro President Trump or any Conservative piece. 
And btw",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288712891516858368
"#COVID_19 Update: As at 16 July 2020
914 Active cases
425 recoveries 
23deaths
#Bulawayo recorded 231 cases today",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283988979600285699
@Breaking911 Stop printing money it’s gonna be worth nothing!!!! How about you give us back our freedom.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287866561038934016
"@SpeakerPelosi Well, you're still a dimwit #COVIDIOTS",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283402603716587522
@realDonaldTrump @US_FDA @TuckerCarlson @FoxNews SHUT UP!! #ImpeachedForLife #BunkerBoy #crybaby #canadahatesyou,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280331108136058882
"@sandeep25a Hehe....
 What about u Bro :star-struck::hearts:
",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos,1278597407874248704
@DebbieSchafer You forgot hashtag #cyrilramaphosa,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1286601462634754054
"you win some, 
you lose some. 

That's LIFE! :pleading_face:

#QuarantineLife 
#QuarantineThought",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1281574818018557952
:notes::arrow_forward:Dumebi remix @heisrema  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278002466890616832
"@EricDJuly Translation: Grandma touched her face after opening a door. Grandma didn't wash her hands. Grandma had a pre existing condition.

Why wasn't Grandma social distancing?

FEAR IS NOT A VIRTUE",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277701293482500096
Our public health system will collapse soon #COVID,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285080317456351232
:notes::arrow_forward:Basketball lover @tiran_music  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285221313339109376
@GovernorBullock and Lt. Governor Cooney going all in with their Agenda for Montana.  Welfare with a Capital W.   Sixteen years of Democrats in power and we got no jobs and stagnant wages.  Vote GOP. Vote Right and Red. #mtpol #MontanaFirst,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281401024146575361
:notes::arrow_forward:Something different @adekunleGOLD  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1287021487753437186
:notes::arrow_forward:Nobody @deejayneptune @joeboyofficial @mreazi  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280872821963530241
"@Margarita150264 The one thing we now aboot the Scots is they are a bunch of ""hard bastards"". The idea they would stomach their leader crying because people are in pubs is crazy. #Scamdemic",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290402314461892609
:notes::arrow_forward:Anita baker @IchabaLAVISH  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277628560505700355
"@BobRmhenry1 @GulfWarVet2 They can finish leading it to the place obama was, hell.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280341839057432577
"I’m surprised by the way that the blacklist deal with COVID-19.
This series is always surprising me in good ways. 
Thank you, @NBCBlacklist for that repectful way out.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288368584956272640
"I don’t know... why. But does anyone else.. like cringe when watching a movie and someone hugs, high fives, or has big party and think “Nooo!!! What about COVID?!”

Just me???!

Cool. 

#COVID19",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290165980727934976
@fabiiiihola Nope!,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg,1277107660874104836
@mellebeth Oh wait - the Governor has extended the electromic meetings allowance to the end of August (a week after saying it would not be extended)!  A bit more time working,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1278050194022694913
@RealMattCouch Every 4 min 22 sec.... I counted.,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280978645054566405
:notes::arrow_forward:Trinity @MI_Abaga   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277620991942889472
"I've lost count of how many emergency vehicle sirens I have heard over the past 2 days &amp; we only live in little old rural #Lincolnshire 
TOO MUCH COAST TRAFFIC",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289560702798032896
@Eskom_SA Silver Oaks Estate without Power 4 days now. I will send a message to the residents to in any case switch off everything LOL   #silveroaks #EndTheNightmare,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1288129130526060544
God's first and bless us...,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283465971944919040
:notes::arrow_forward:Way @ckay_yo  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288477074001399808
"@sheenagupta Who cares what you do? If you feel great doing it, fine. It would be like me saying, if i can run 10k with a bad back to a disabled person why can't you? It's a good experiment to find out if the baby turns out okay.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283291613373095936
Happy weekend everyone be safe....this pandemic is serious matter,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284374356295024641
"#TheLounge with deejayfoxy
Np ori mi  @theprofessor_ng
deejayfoxyone @sollazo1 
#RaypowerNigeria 
",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280533871067529216
:notes::arrow_forward:Stress free @iamdbanj @seunkuti @Egypt80Band  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287015500233547776
"Seems that the Germans didnt have any magic wand regarding this madness

they were just simply marking down #COVID19 deaths correctly DOH !

you know people that actually died of it :thinking_face:

you couldnt make it up",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285113569965735936
:notes::arrow_forward:Ease your mind @wizkidayo @kelpvibes On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281932076724506625
Here's a paradox for you. I feel like I'm completely losing my mind trying to say sane,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276480930073509888
"@si_ncaafb Though it’s ridiculous to only play conference games as it doesn’t solve anything, I rather have that than no College Football at all. #PlayTheGames",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1281340588567257093
":play_button_selector::radio: african child  @danny_drebaba
 @deejayfoxyone 
@sollazo1 
#RaypowerNigeria",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282106773202182144
"@realDonaldTrump I love you, I'm 60 years old and I know you are the greatest President of my lifetime. I thank God for you. :pray::pray:That being said, I cannot watch the #ChrisWallace interview because he makes me sick. I support you 100%
#Trump2020 for the :earth_americas:
#NoMask",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284882413903020034
I wonder how long it will take before the meeja has killed all of Melbourne? #bogusstats,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1288989438324834305
@sahilkapur God doesn't make house calls?!?,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281092372974260226
@ArogyaAndhra @AndhraPradeshCM @MoHFW_INDIA Recovery has been quite good and has outnumbered the new cases... let’s continue and increase the recovery...,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289533215863013376
"@SherriTurner00 Going to miss #NovaScotia this summer :disappointed_relieved: due to #Covid, Hubby &amp; I visit every summer :sunny:, stay a month with family members in #ColeHarbour #BelliveausCove #Tusket &amp; do day trips. ",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1277219169411297284
"@crinklebook @WCPSS Go sit down and let us adults handle this
 
#Education #nced #StandUpForYourCountry",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289196717154287616
"@colinmcfarlane @Twitter Happy anniversary! This year, it's also my 29th wedding anniversary:wink:1991 was a great year!!! Great idea moules-frites (special dish here in Belgium) I wish you both many more years of happiness together.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1278346303534227458
:notes::arrow_forward:Options @ReekadoBanks  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290651355405852675
:notes::arrow_forward:Giran to niran @OSmallbaddo @Zlatan_Ibile  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285969782228037636
:notes::arrow_forward:Big engine @Skiibii  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283410341838434309
"@because_logic @Patter82Mike @B24Maria @UrielMWare @threeinct @catturd2 @CBSNews Percentage wise, the popular vote was a tie.",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288566177954795520
@ZachLobato @AndrewYang @gang4610 When you’re diagnosing a single individual and therefore everyone in their household by PHONE without testing its fraud. When you test 4 times and get different results every time the tests aren’t accurate anyways. #OverCome #StopSpreadingFear,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280596848390975488
I’ve just played UNO for the first time ever :grimacing:! #uno #games #kids #family #fun,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284427980752646144
@Alyssa_Milano I wear a mask everyday for 5 hours at work. There is no reason why someone has to complain about wearing a mask for 5 minutes. #StaySafe #StayHealthy and if you can't wear a mask then,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1285787643347951618
@DVATW Broken window theory... Its criminal damage. Don't commit criminal damage and you wont get arrested. Simple.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281916605803442177
I hope you’re ok there,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284751403097841665
:notes::arrow_forward:Future Bright @rickross    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289546784893788160
:notes::arrow_forward:Hook @iamkissdaniel    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290654225064759296
"@scotgov On the theme of 0’s;

Deaths with #Covid19 in #Scotland :Scotland: by age;

0-1,  0
1-4, 0
5-9, 0
10-14, 0
15-19, 0
20-24, 0
25-30, 0

From, National Statistics Scotland",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280245433957265408
"@RepRaulRuizMD #California district 36 is up for reelection 11/20.

Since Mr. Ruiz took office in this district, there as been more crime and graffiti is this once great district. I am also aware of all the home imvasions under Ruiz.

Please, vote for @RealErinCruz",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282116370612682752
"4979 new #CoronaVirus cases in TN today.

1254 cases from #Chennai

4059 discharges and 78 new deaths.

Total cases in the state now is 170693.

#COVID19 #TNCoronaVirus",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1284830002916155393
"@johnredwood The private for profit council, that helps to Government extort £millions from the tax slaves and invests it in weapons for the legal wars?",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286049168595746818
A July 25th like today but 20 years ago I was born.,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287153141885042688
@AnthonySabatini Great! Thank you sir! I love this woman who stands for JESUS CHRIST and I stand for HIM and with her too! I have placed my Faith in my ALL WISE CREATOR GOD. #NoMasks,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285061800489295874
:notes::arrow_forward:Come to me @Diddy @NicoleScherzy On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281938706954321921
:notes::arrow_forward:Rora remix @ReekadoBanks @lavaud On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287014572067610624
"@CyrilRamaphosa @CyrilRamaphosa only support there was, the anc filling their pockets stealing from the poor. #ANCHatesSouthAfricans #ANCMustFall",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289948493641994241
@JohnSmi50968113 @InProportion2 12 times as likely actually.,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283912040919240704
:notes::arrow_forward:Your body @harmonize_tz @burnaboy  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285924936125755393
